num_vertices,num_faces,bounding_box
512,1020,[1.         1.         0.09092526]
3721,7442,[0.99968526 1.         0.40865895]
830,1660,[0.99859053 1.         0.53073263]
80,128,[1.         1.         0.70015158]
128,252,[1.         1.         0.13465263]
1247,2490,[1.         1.         0.36936632]
160,315,[0.92831895 1.         0.74500316]
24137,47752,[1.         0.46595433 0.44363925]
8476,16832,[1.         0.60965146 0.6345823 ]
26911,53400,[1.         0.570404   0.64073229]
3059,5646,[1.         0.61334284 0.5792608 ]
867,1719,[1.         0.57020945 0.65565866]
1912,3167,[1.         0.53130243 0.59234967]
4837,9882,[1.         0.55003662 0.56293406]
7244,14412,[1.         0.57133788 0.55088901]
29285,58292,[1.         0.55835348 0.58404461]
20666,42060,[1.         0.65657528 0.71641427]
685,1012,[1.         0.67461791 0.69874037]
2362,4077,[1.         0.5070476  0.57880366]
679,1232,[1.         0.64743662 0.69766267]
986,1527,[1.         0.56567633 0.60847909]
22753,45128,[1.         0.60877121 0.67380531]
8188,16268,[1.         0.50766262 0.53097973]
43912,83378,[1.         0.60428297 0.50520873]
1134,1940,[1.         0.59870717 0.64215486]
8188,16268,[1.         0.47944901 0.53475219]
8834,17196,[1.         0.57904034 0.62488778]
